ID,var_rpta_alt
30381#416013#663961,1
563655#522688#557654,0
398440#854051#226291,0
67195#888783#191559,0
151028#735253#345089,1
452425#496828#583514,0
230672#221303#861489,0
310691#619918#460424,0
595085#402086#677831,1
127380#477146#603196,0
274503#969254#111088,0
548486#670834#409508,0
184447#469860#610482,0
275876#399011#680905,1
6769#760745#319597,0
264387#204614#880638,0
203965#637971#442371,0
472928#825039#255303,0
422379#776988#303354,0
308141#518792#561550,0
631799#295381#787714,1
486221#456190#624134,1
526566#123487#964337,1
150061#171782#916345,1
254400#986153#94189,0
118612#424887#655090,1
491606#1010901#69441,0
156069#822670#257672,0
288073#107720#980075,1
200754#502214#578128,1
622690#389508#690342,0
415850#1065810#14532,1
36703#658568#421774,0
1838#184104#904039,0
120285#643078#437264,0
323805#156586#931517,1
251425#633892#446450,0
288908#941483#138859,0
46065#621530#458812,0
253953#609908#470434,1
253953#609896#470446,1
451863#111959#975852,1
549161#1016637#63705,0
77692#227340#855489,0
321161#135518#952573,0
120058#1080122#220,0
3480#832569#247773,1
9214#696987#383355,0
410552#990408#89934,0
241351#876852#203490,0
202657#866718#213624,0
373094#811914#268428,0
575912#275786#807238,0
308472#715340#365002,1
216796#345031#735647,0
112960#458133#622207,1
472650#824539#255803,0
318450#881890#198452,1
139118#600618#479724,1
181334#636568#443774,0
587104#180455#907670,1
202438#175910#912188,0
74790#770939#309403,0
418977#65817#1039204,0
241372#469405#610937,0
143092#142371#945724,1
627381#741233#339109,1
457523#1015637#64705,1
439477#708474#371868,0
536126#245046#837950,1
276911#791994#288348,0
1186#555653#524689,1
297784#436893#643386,1
11883#471556#608786,0
577363#747271#333071,0
548396#875568#204774,0
537664#1044457#35885,0
503043#767235#313107,1
400350#548439#531903,0
193245#606888#473454,1
380116#315824#767317,1
137538#871335#209007,0
459273#988398#91944,1
189214#435874#644359,0
259297#229594#853239,1
531383#656901#423441,0
86806#1039649#40693,0
381137#1016049#64293,0
158489#333585#746992,0
235120#682061#398281,0
556585#640205#440137,0
139544#459511#620831,1
154445#1072808#7534,0
629445#102338#985432,1
147388#499485#580857,1
479204#618916#461426,1
256800#1052423#27919,0
434084#548378#531964,0
132050#652817#427525,1
363160#1050405#29937,1
236382#341342#739308,0
249732#194031#894221,0
88203#143950#944153,0
504406#604335#476007,1
580375#634481#445861,0
15240#362752#717103,1
325942#313917#769221,0
536301#857845#222497,1
169737#963860#116482,1
226932#558333#522009,0
512900#1036347#43995,0
1014#101135#986640,1
606800#673224#407118,0
320293#413987#665937,1
585706#161250#926860,0
423502#956710#123632,1
432279#733026#347316,1
288612#1044563#35779,1
487456#872905#207437,1
531081#898450#181892,0
468556#420065#659926,1
379110#957851#122491,0
94208#482627#597715,0
92954#708530#371812,0
269568#1041050#39292,1
149259#698933#381409,1
29028#542360#537982,1
499664#1000794#79548,0
308026#1033965#46377,1
507227#48214#1056611,0
577583#651969#428373,1
17230#851678#228664,0
345106#52133#1052815,0
290143#630100#450242,1
216306#84005#1021249,1
267673#255935#827050,1
100659#700128#380214,0
562907#480975#599367,0
133458#986068#94274,0
295127#382420#697433,1
576207#406030#673894,0
596732#737277#343065,1
614321#89572#1015740,0
394148#141558#946540,1
488996#463572#616770,1
118288#645384#434958,1
154902#892888#187454,0
164711#531236#549106,1
277154#794660#285682,1
267593#1008162#72180,0
538619#356709#723153,1
310152#700154#380188,1
417380#458713#621630,1
137198#912601#167741,0
569722#875391#204951,0
132850#351517#729253,1
540800#871676#208666,0
238622#785753#294589,0
92551#708441#371901,0
470776#112317#975495,0
61840#669299#411043,0
558767#806756#273586,0
565508#930593#149749,1
414017#226137#856676,1
281401#633035#447307,0
532740#219437#863350,1
244628#555533#524809,0
1025#548372#531970,1
178491#733844#346498,1
61510#695540#384802,0
164063#1066708#13634,1
112456#849613#230729,1
149214#332862#747712,0
492135#334277#746301,0
362515#314275#768864,1
118704#390434#689457,1
216160#487048#593294,0
333132#478491#601851,1
632133#713604#366738,1
165479#134593#953473,0
31214#1016298#64044,1
465203#168276#919858,0
152548#528180#552162,0
631026#363089#716764,1
259075#225741#857069,1
261462#526393#553949,1
460532#868409#211933,0
224989#1063630#16712,0
269118#403201#676719,1
282401#538688#541654,0
208797#857787#222555,1
198152#278145#804893,1
604045#318603#764536,1
280418#1066304#14038,1
250090#102696#985078,1
456128#827922#252420,1
388263#778297#302045,1
141028#688438#391904,0
54176#622269#458073,0
271627#447911#632443,1
291115#411876#668043,1
512345#199685#888584,0
212447#294086#789000,1
5527#798071#282271,0
346373#905341#175001,0
206269#1059573#20769,0
257290#801109#279233,0
196342#506420#573922,0
84911#787752#292590,0
107022#344274#736403,1
606576#598243#482099,0
84522#141866#946236,1
374831#594778#485564,1
144100#506094#574248,1
266827#34382#1070654,0
114034#956800#123542,0
414253#976319#104023,0
373242#54788#1050160,1
568262#477464#602878,1
101145#163494#924627,0
594601#867007#213335,0
559897#171650#916482,1
196396#145262#942836,1
276823#546057#534285,0
289444#308931#774192,0
630255#958900#121442,1
591372#1013702#66640,1
202329#889423#190919,0
431371#274352#808670,1
435102#279420#803625,1
432258#1061130#19212,1
460960#929633#150709,0
100068#1022825#57517,0
299874#998748#81594,0
228088#213427#869330,1
384312#309681#773450,0
328142#1008980#71362,0
605517#291985#791074,1
100620#207177#875502,0
615464#129040#958811,0
481231#48900#1055927,0
292443#435133#645071,0
5430#1061705#18637,0
168015#566214#514128,1
269445#987653#92689,0
593820#137234#950872,1
193653#38985#1066108,0
416594#143462#944639,1
553433#341629#739025,1
453121#497423#582919,0
510516#464983#615359,0
258903#346637#734068,0
304644#942420#137922,1
525833#1037326#43016,0
249583#916340#164002,0
39265#361018#718845,1
276159#113690#974125,1
414977#854655#225687,0
164204#847066#233276,1
632922#65609#1039410,1
589493#659817#420525,0
392305#979226#101116,0
152067#253870#829130,1
154766#963980#116362,1
298632#431571#648485,1
406736#798144#282198,0
344103#802570#277772,0
228834#566742#513600,0
123077#605049#475293,0
604703#798804#281538,0
582581#381493#698360,0
295240#729409#350933,0
209271#899300#181042,1
26734#741820#338522,0
44207#678403#401939,0
544892#750395#329947,0
503538#62251#1042736,0
557856#44949#1059872,0
319087#1048499#31843,1
87091#738325#342017,1
166868#1067168#13174,1
139925#655637#424705,0
352154#904580#175762,0
126437#681524#398818,1
606208#676030#404312,0
106356#312554#770587,1
137173#114835#972984,0
564187#627364#452978,1
64069#247555#835449,0
397037#76053#1029015,0
296706#485113#595229,0
437763#774419#305923,0
355696#353344#726526,1
183599#230110#852722,0
502668#279902#803142,1
246496#142234#945865,1
160943#356330#723535,1
217925#521059#559283,0
309094#630184#450158,1
474546#618193#462149,0
402050#1043194#37148,1
630072#176044#912053,0
165592#480132#600210,0
177164#868047#212295,0
97244#148503#939593,0
7094#204315#880940,1
393304#77700#1027387,0
105927#500946#579396,0
266604#513048#567294,0
300658#547444#532898,0
278599#616442#463900,0
136424#131886#956007,1
537482#875565#204777,0
120264#644624#435718,0
261936#558432#521910,0
63596#305830#777280,1
273528#975861#104481,1
101135#455383#624955,1
225952#1076119#4223,0
296606#350290#730474,1
84111#463734#616608,0
158787#416038#663936,1
218641#220988#861805,1
103159#302946#780166,1
160999#415024#664921,0
259881#130761#957090,0
35177#692431#387911,0
13601#952300#128042,0
455052#1075443#4899,0
239233#950495#129847,0
509774#454596#625750,1
410991#437184#643102,0
316685#493157#587185,1
337796#290522#792533,1
473200#303942#779163,0
319497#59539#1045438,0
397663#1006218#74124,1
84037#200505#887764,0
511221#791943#288399,1
408806#753482#326860,1
434890#845554#234788,0
110139#819406#260936,0
85827#400889#679022,1
264024#611939#468403,1
495799#996041#84301,0
369788#232686#850146,1
207652#734163#346179,0
407811#144546#943554,1
301748#281385#801662,0
70529#107379#980415,1
262088#412010#667908,0
440594#885957#194385,1
446691#786344#293998,0
480316#324628#758504,1
537400#118441#969392,0
548569#776495#303847,0
70916#621393#458949,0
197256#1051385#28957,1
238877#89196#1016112,0
355427#327384#755742,1
379328#502993#577349,0
285559#1001807#78535,0
491009#473246#607096,0
388287#593640#486702,0
510343#873421#206921,0
238024#1017603#62739,0
396143#660343#419999,0
57686#868814#211528,0
569810#100158#987618,1
12991#164709#923412,1
12991#531200#549142,1
229649#849675#230667,1
507459#1069992#10350,0
480388#628829#451513,0
312239#855543#224799,0
397641#120840#966980,1
182212#705542#374800,0
83625#189209#899003,0
405191#807929#272413,0
530996#421140#658850,1
603554#674689#405653,0
291590#797598#282744,0
598119#533556#546786,1
507540#762277#318065,0
408977#142308#945788,0
63139#667277#413065,0
381182#1043687#36655,0
129346#788639#291703,0
208286#521392#558950,1
101509#151326#936774,0
167853#345244#735441,1
452497#874250#206092,1
125500#172480#915644,0
605576#371117#708731,1
594610#452192#628167,1
8164#870468#209874,0
479540#121730#966089,0
442587#1056626#23716,0
513870#630804#449538,0
106792#230118#852714,0
369169#165000#923127,1
564575#642870#437472,1
281427#635899#444443,0
233756#139516#948585,1
289611#752805#327537,0
362721#730624#349718,1
100682#772264#308078,0
532081#868937#211405,1
405417#347172#733541,1
136304#313246#769890,1
5878#279776#803271,1
443770#467823#612519,1
122723#866852#213490,0
632707#751486#328856,1
391435#609444#470898,0
365952#365817#714036,1
192927#228390#854434,1
632267#385171#694684,1
306891#483593#596749,0
547801#851232#229110,1
606923#255055#827933,1
361323#615352#464990,1
21209#239518#843498,0
341210#208101#874609,0
15289#482539#597803,0
567056#168423#919710,0
473575#454915#625429,1
546091#1018518#61824,0
228559#395748#684158,0
394186#961122#119220,1
484565#167266#920860,0
154920#1049808#30534,0
32636#84840#1020416,1
180295#129537#958314,0
190504#114959#972862,0
364729#129123#958727,0
546919#392787#687123,1
198696#627171#453171,1
510781#859778#220564,0
5258#34276#1070756,1
26530#657668#422674,0
62347#1032575#47767,1
444955#819610#260732,0
273796#792448#287894,0
66891#441388#638923,0
269055#602313#478029,0
247652#769989#310353,0
433223#966432#113910,1
170104#305376#777728,1
386719#65675#1039345,0
595189#454935#625409,0
12535#845076#235266,0
18075#593978#486364,0
377366#1040947#39395,0
586741#682126#398216,0
504078#73732#1031316,0
105511#272899#810117,1
349200#360086#719776,0
254658#39112#1065986,0
130329#133320#954651,1
164512#176002#912096,1
278947#416912#663083,1
135000#178970#909153,0
578319#124756#963071,1
313943#725242#355100,1
100950#284673#798382,0
621105#518891#561451,1
361333#101037#986737,1
183517#350087#730672,0
290523#186219#901931,1
509038#1000243#80099,1
254309#555851#524491,0
611353#667280#413062,0
340977#893604#186738,0
141652#621604#458738,1
43081#896330#184012,0
409776#1042849#37493,1
16860#862244#218098,1
333354#75153#1029903,1
23799#121241#966579,1
91202#948808#131534,1
48058#200106#888162,1
534573#217140#865627,1
338829#476154#604188,1
620471#1037357#42985,1
80082#345515#735169,0
338829#476156#604186,1
149428#944827#135515,1
517#812935#267407,1
223379#1072765#7577,1
623256#899521#180821,0
523890#276611#806417,1
155773#658409#421933,0
388836#1064982#15360,1
415225#398487#681425,0
232026#962188#118154,1
74233#737956#342386,0
539191#584362#495980,0
467036#1047211#33131,0
312961#740736#339606,0
330049#938685#141657,1
7011#829028#251314,1
289243#458555#621789,1
43723#544048#536294,1
249346#936961#143381,1
214283#1022801#57541,0
518430#371851#707999,0
433795#418569#661426,1
600663#781854#298488,0
601381#542689#537653,1
18136#983024#97318,0
284987#873413#206929,1
22098#442222#638085,1
16115#190449#897787,1
589035#998845#81497,0
79580#80114#1025094,1
133178#187900#900260,1
572883#312107#771040,1
378825#318449#764688,1
165615#553123#527219,1
268292#605075#475267,1
379578#422219#657768,1
87994#1033633#46709,0
430743#994226#86116,0
283419#539212#541130,1
277419#794503#285839,0
428006#1063476#16866,1
443620#887998#192344,0
603786#624781#455561,1
533784#823330#257012,1
603366#781861#298481,1
325523#975390#104952,0
293861#473937#606405,1
145977#954415#125927,0
272531#103556#984217,1
219278#808913#271429,0
190748#34807#1070239,0
169073#167372#920755,0
506287#825318#255024,1
589843#764952#315390,1
202503#340291#740350,0
321205#136741#951362,1
533412#670816#409526,0
45522#348467#732280,1
535098#688849#391493,1
578369#810031#270311,0
406477#443887#636434,1
621579#1053955#26387,1
48402#318647#764490,0
544288#492175#588167,0
7836#135093#952990,0
224828#758600#321742,1
443415#179109#909012,1
461422#559477#520865,1
286034#672821#407521,0
430595#808064#272278,0
480164#172478#915646,1
200575#793119#287223,0
345939#647736#432606,0
608520#310541#772597,0
407250#142467#945632,0
289247#775258#305084,1
126396#301185#781930,0
424766#526788#553554,0
224424#440815#639497,1
471097#183902#904236,0
27169#682682#397660,0
349580#195623#892632,1
471611#888993#191349,0
102337#1036481#43861,0
444060#998833#81509,0
2926#708695#371647,0
341266#422231#657756,1
628006#913970#166372,0
448272#496820#583522,1
632294#370755#709093,0
130335#186035#902117,1
196170#469954#610388,0
301596#762250#318092,0
206188#322365#760778,1
356164#190128#898108,0
608424#685932#394410,1
527026#218137#864633,0
597637#438354#641950,0
158189#1070169#10173,0
156458#521621#558721,1
201375#798772#281570,0
92289#711477#368865,1
77794#611445#468897,1
285041#873984#206358,1
185794#1011355#68987,0
304144#97278#990489,1
548040#672731#407611,0
574430#101201#986572,1
26470#819620#260722,1
155144#567916#512426,1
42914#545559#534783,1
153635#386976#692874,1
267184#358328#721536,1
340178#871838#208504,0
131654#802341#278001,0
536845#671672#408670,1
151553#549758#530584,0
301063#957495#122847,1
237402#542942#537400,1
578844#648577#431765,0
620310#759001#321341,0
384584#988027#92315,0
4376#833874#246468,0
246973#767966#312376,0
427079#862802#217540,0
43293#317716#765425,0
358204#727313#353029,0
472258#44930#1059890,0
130232#574817#505525,0
111547#839968#240374,1
468280#793264#287078,1
265101#904117#176225,0
410887#396310#683600,0
276234#1080033#309,0
586817#748253#332089,0
328364#358993#720867,1
426395#530556#549786,1
65248#570283#510059,0
16093#333597#746980,1
97722#216663#866110,1
277185#795349#284993,0
627381#741229#339113,0
448219#867015#213327,0
528274#440795#639516,0
114789#868452#211890,1
230148#237129#845823,1
598232#532678#547664,0
253978#991385#88957,0
198470#43274#1061546,0
177967#622556#457786,1
8443#354094#725768,0
471097#391881#688023,0
215026#490398#589944,0
624100#572045#508297,1
462562#780760#299582,1
346070#79074#1026082,0
501920#440907#639407,1
33675#647191#433151,0
315760#525711#554631,1
233180#843574#236768,1
229627#517322#563020,0
590841#760808#319534,1
473787#1034616#45726,0
148888#398406#681502,1
497715#767779#312563,0
390834#72559#1032495,0
144132#34476#1070563,0
369966#296911#786190,1
523845#503666#576676,0
1039#1068616#11726,0
72409#605375#474967,0
150917#1028856#51486,1
398505#1051588#28754,1
176459#717933#362409,0
585047#57759#1047208,0
466927#273745#809271,1
225596#564568#515774,0
417658#722750#357592,0
55773#847287#233055,0
124372#115933#971885,1
124434#471714#608628,0
488122#993882#86460,0
506775#364412#715439,0
41472#763282#317060,0
196687#253620#829381,1
509691#367785#712078,1
467591#832712#247630,0
491224#362186#717669,0
377945#562610#517732,1
199963#271757#811259,1
508076#734380#345962,1
628125#556844#523498,1
424890#728123#352219,0
203463#1035226#45116,1
532686#467658#612684,0
179113#619695#460647,0
489869#119331#968496,1
61259#653014#427328,0
112843#861465#218877,0
157624#746208#334134,0
491516#469428#610914,1
502550#532769#547573,1
52956#717472#362870,0
4392#113951#973863,1
361055#598313#482029,0
168104#528600#551742,0
40666#767388#312954,1
291339#1045571#34771,0
460669#553939#526403,1
533867#429555#650443,1
183428#1050009#30333,0
139118#600623#479719,1
431400#224212#858590,1
251526#825106#255236,0
365261#835206#245136,0
251536#466385#613957,1
428022#163358#924762,1
122726#651496#428846,0
98386#336378#744204,1
508762#860182#220160,0
607850#300664#782451,1
436744#952511#127831,0
44965#912955#167387,0
37447#755295#325047,0
585849#102168#985604,1
440139#1073255#7087,0
110261#961593#118749,0
317737#909351#170991,0
594722#153188#934917,1
23404#549447#530895,1
106047#667557#412785,1
598569#292926#790150,1
422231#751824#328518,0
349138#1022215#58127,0
152921#450785#629582,1
265700#757131#323211,0
302618#846091#234251,1
76595#825959#254383,0
218350#234163#848681,1
93147#213597#869165,0
611664#1023431#56911,1
374544#911336#169006,0
404420#47650#1057175,1
344322#738883#341459,0
110690#592447#487895,1
165515#844726#235616,1
368685#978860#101482,0
450960#869131#211211,0
351837#112458#975357,0
230808#808397#271945,1
599264#799135#281207,1
349432#681638#398704,1
236538#133027#954925,0
388011#953917#126425,1
407659#259257#823732,0
382813#323584#759547,0
140201#373213#706640,1
531984#946031#134311,0
366071#1052903#27439,1
630501#963948#116394,1
63663#445216#635115,1
501895#1023767#56575,1
219247#426060#653915,1
629003#815025#265317,1
28431#322411#760730,0
435322#915928#164414,0
32162#260642#822341,1
108457#737223#343119,1
475583#948963#131379,1
59906#499010#581332,0
478420#425845#654130,1
386771#609461#470881,0
291659#631857#448485,0
507178#762170#318172,0
369737#973953#106389,0
61094#237709#845267,1
113134#882786#197556,1
415444#598681#481661,1
613976#501857#578485,1
516334#790251#290091,0
87764#399275#680636,1
32393#203835#881410,0
101919#886348#193994,1
115110#43845#1060975,1
306282#1030361#49981,0
213415#438569#641738,0
524999#944799#135543,0
403141#390755#689148,0
181857#679142#401200,0
2560#406772#673153,0
461273#992373#87969,0
382059#601594#478748,1
367214#1049883#30459,0
114085#88529#1016770,0
562291#36108#1068942,1
307039#29577#728119,0
343623#386520#693330,1
253407#531270#549072,0
5027#758159#322183,1
475264#607045#473297,0
303528#458539#621805,1
180232#511063#569279,0
262716#801175#279167,0
146529#978558#101784,1
360652#552473#527869,0
403796#316631#766509,1
108469#661094#419248,1
116022#118015#957460,0
309463#14208#1007857,0
311259#15891#1000200,0
2059#663316#417026,0
301463#116759#971055,0
469863#728859#351483,0
7120#110109#977691,0
421523#269758#811471,0
287#437379#642916,0
414151#713442#366900,0
246229#2099#1074591,0
604203#71518#1042561,0
391498#17516#1005472,0
579425#61838#1043145,1
50745#699817#380525,0
120863#934246#146096,1
504212#4299#1008777,0
620773#150952#937143,1
232943#448440#631916,1
578241#121015#966808,0
171202#680961#399381,1
243031#516680#563662,1
401665#347465#733256,0
391362#511160#569182,0
169789#441265#639051,1
341343#76559#1028512,0
410608#833400#246942,0
523711#698905#381437,0
242633#368412#711448,0
218889#917386#162956,0
85530#136577#951525,0
575266#642476#437866,0
558077#1029998#50344,1
101402#942426#137916,0
80416#973052#107290,0
412878#510095#570247,0
86601#826298#254044,0
417146#57509#1047453,0
327969#136634#951468,1
162661#997287#83055,0
11409#292190#790874,0
70780#609363#470979,1
156183#1053168#27174,1
148933#1026997#53345,0
403226#75692#1029372,0
62464#491214#589128,1
515417#589764#490578,1
182611#823828#256514,0
134531#158032#930072,1
23007#1062017#18325,1
471613#777919#302423,1
380459#960779#119563,0
511082#1023784#56558,0
98541#270893#812115,0
186685#110940#976868,0
210307#342729#737931,0
113726#942419#137923,0
574301#289642#793418,1
273456#986246#94096,0
311904#490283#590059,0
476193#119633#968192,0
43349#575595#504747,0
507876#1070145#10197,0
377045#254563#828428,0
525541#462461#617878,0
276993#253880#829120,1
29254#140063#948042,1
291596#670681#409661,1
200600#603300#477042,1
546756#974969#105373,0
239271#469016#611326,0
39591#954418#125924,0
415692#767216#313126,0
226274#198878#889387,0
85006#425816#654159,1
5840#519769#560573,1
488776#167354#920773,1
375368#840029#240313,1
157093#425354#654623,0
464713#705049#375293,1
4514#968156#112186,0
400629#52442#1052504,1
68908#654261#426081,0
75152#1061270#19072,1
627345#194848#893407,0
91668#949647#130695,0
255679#619501#460841,0
622027#99584#988199,1
243282#750390#329952,0
28118#542373#537969,0
170615#719978#360364,1
435895#330634#750075,1
597898#500115#580227,1
371089#975003#105339,1
360348#363647#716202,1
488617#811697#268645,0
397327#614619#465723,1
263753#611399#468943,0
122810#985825#94517,0
233449#755176#325166,1
337249#929864#150478,0
615275#218794#863987,0
39532#946537#133805,0
352087#869353#210989,1
27115#477230#603112,0
303208#973502#106840,0
166202#857303#223039,0
243238#34724#1070323,0
496514#66903#1038125,1
136304#172613#915513,0
461533#93207#994560,0
204084#638700#441642,0
339282#309142#773981,1
265200#599618#480724,0
247395#1056096#24246,0
540518#312110#771037,0
102324#829431#250911,0
203051#328981#751710,1
402629#725668#354674,1
63863#293254#789823,1
527152#778970#301372,1
320314#1049181#31161,0
150709#822535#257807,1
502197#791946#288396,1
476541#478615#601727,0
483041#1001817#78525,1
340182#866932#213410,0
210053#1018668#61674,1
177456#875436#204906,0
192525#1004013#76329,1
559578#191214#897024,0
589111#1008343#71999,1
229352#411081#668843,0
407514#728318#352024,0
514821#409980#669940,0
25118#755932#324410,0
374437#444861#635471,1
48363#666300#414042,1
338904#633199#447143,1
598170#445431#634894,1
109721#621072#459270,0
190876#1065355#14987,0
170774#960186#120156,0
188498#421342#658647,1
339102#244593#838405,0
210868#589474#490868,0
531249#1014042#66300,0
436689#257540#825442,0
69387#883078#197264,0
601825#542301#538041,1
151421#87846#1017449,0
299048#1075615#4727,1
519432#75724#1029342,0
543918#874135#206207,0
311074#748213#332129,0
204023#516325#564017,1
425751#1077019#3323,0
304623#519660#560682,1
267234#117550#970271,1
187472#1006283#74059,0
16137#690701#389641,0
616737#902851#177491,0
591577#760725#319617,0
208119#867219#213123,0
410392#971851#108491,0
520915#232960#849873,1
460837#320114#763042,1
105755#499102#581240,0
234298#640581#439761,1
133945#784650#295692,0
192822#713737#366605,0
218499#93879#993897,1
555787#282780#800270,1
439722#1072508#7834,1
566600#230027#852805,1
503067#149984#938108,1
531212#62654#1042330,1
231291#961435#118907,0
66562#859094#221248,1
57144#295155#787938,1
371170#166462#921659,0
552229#797437#282905,0
210009#754622#325720,1
168239#733145#347197,1
218177#485099#595243,0
494689#847911#232431,0
373713#865694#214648,0
593645#862664#217678,1
588154#613615#466727,0
465482#614542#465800,0
562707#405735#674185,0
117559#277600#805435,1
26782#225868#856943,1
212615#695104#385238,1
234340#956664#123678,1
21358#691706#388636,0
447939#776245#304097,0
40308#301665#781449,0
75262#1017058#63284,0
264315#613034#467308,0
519842#637227#443115,1
152881#296375#786729,0
49438#670429#409913,0
259859#481985#598357,1
249696#1069494#10848,0
401960#370205#709644,1
573323#516315#564027,0
34071#501073#579269,0
334542#868985#211357,0
608006#682863#397479,1
281946#118891#968938,1
100820#455924#624409,1
349135#443805#636516,0
312961#523335#557007,0
235119#906958#173384,0
334791#886336#194006,0
570820#482614#597728,0
623956#270048#812964,1
438273#843329#237013,1
56866#617869#462473,0
588155#137204#950902,0
365336#317560#765585,0
410227#150302#937793,0
247111#768527#311815,0
544717#68673#1036369,1
255304#645658#434684,0
55613#220892#861899,1
493387#889059#191283,0
475245#628595#451747,0
447124#624689#455653,1
331723#851308#229034,0
392587#172581#915543,1
94881#151788#936317,1
485848#1055520#24822,1
581426#784422#295920,1
62210#1032540#47802,0
243220#466474#613868,0
250720#712190#368152,1
367189#1042009#38333,0
584110#412263#667655,1
178598#607140#473202,1
594462#887546#192796,1
219629#289183#793881,0
208590#852668#227674,0
386995#249558#833443,1
76028#758060#322282,0
59216#868555#211787,0
358564#997961#82381,0
94366#539892#540450,0
481724#898662#181680,1
66393#352055#727818,0
227568#796507#283835,1
326054#845543#234799,0
39684#833557#246785,0
30975#361973#717885,1
307670#807249#273093,0
605377#118792#969039,0
124441#213103#869653,0
110924#944548#135794,1
185159#515036#565306,0
507638#560509#519833,1
332365#860975#219367,0
79325#862167#218175,0
491606#162592#925522,0
233010#36664#1068397,1
421619#1072012#8330,1
295419#94286#993493,1
42405#1077160#3182,1
121485#451292#629069,0
471672#1047119#33223,0
388499#1072334#8008,0
426748#764895#315447,0
85939#233344#849485,0
190896#126063#961769,1
142822#747336#333006,0
148597#274148#808872,1
84808#112207#975605,1
604296#784401#295941,1
540094#223940#858861,0
312564#477201#603141,0
173554#645489#434853,0
259616#990523#89819,0
111891#199608#888661,1
117238#238848#844160,0
248834#622607#457735,0
221267#1072743#7599,0
455193#868540#211802,0
63396#349550#731207,1
99169#1033783#46559,0
260552#600624#479718,1
295400#696173#384169,1
304223#506113#574229,1
299091#457926#622412,0
348282#547609#532733,0
553729#490789#589553,0
439822#246152#836839,0
573428#821442#258900,0
460215#136727#951376,1
105465#315290#767851,1
175334#851886#228456,0
470068#873109#207233,1
88613#723152#357190,0
114850#234317#848535,1
212788#639143#441199,0
627065#223426#859372,1
462955#950500#129842,0
462333#906651#173691,0
328221#408290#671626,1
169458#867883#212459,0
299903#972519#107823,0
477916#654809#425533,0
41535#767957#312385,0
248404#437978#642316,0
507387#906979#173363,0
262772#644387#435955,0
572987#408133#671787,1
605928#256813#826166,0
171599#38760#1066327,1
17995#637090#443252,0
294847#639189#441153,0
50697#332164#748404,1
559968#968984#111358,0
370543#392120#687780,0
70592#825386#254956,0
420845#827544#252798,0
363546#220940#861850,0
419242#192110#896131,0
362246#789851#290491,0
471821#541711#538631,1
314268#668990#411352,0
71121#227428#855398,1
90456#90308#1015019,0
70387#851312#229030,0
614137#411708#668211,1
474123#945329#135013,0
250956#112939#974871,1
60158#435657#644570,0
191056#125281#962552,1
469472#644390#435952,0
549660#345063#735614,1
533957#643190#437152,0
276628#1029250#51092,0
79919#293080#789995,0
43994#682879#397463,1
185685#464557#615785,0
288534#631787#448555,1
202565#678373#401969,0
566911#739058#341284,1
37580#312172#770975,1
122488#203285#881953,0
172387#320783#762374,0
274378#607646#472696,0
237497#330058#750645,1
111346#723683#356659,1
370823#724599#355743,1
606348#129718#958130,0
449034#363320#716530,1
580252#869186#211156,0
181019#275988#807041,1
55678#1057037#23305,0
252288#34427#1070612,0
374536#844503#235839,1
633226#1033936#46406,1
192121#140361#947741,1
615520#1032602#47740,1
205356#459696#620648,1
308627#608274#472068,0
5661#832248#248094,0
275547#98610#989160,0
452863#1063022#17320,0
595502#405031#674893,1
387244#1075783#4559,1
593434#1061960#18382,0
112549#955411#124931,0
30463#190831#897407,0
265248#745376#334966,0
86629#480547#599795,0
268693#966637#113705,0
222991#439249#641056,1
516427#794807#285535,0
426359#520169#560173,1
68889#868614#211728,0
265748#963297#117045,0
298258#403324#676594,0
452897#51462#1053475,0
26741#636276#444066,0
569896#711059#369283,0
435455#418000#661997,1
173336#878614#201728,0
502500#628076#452266,1
267415#986097#94245,0
345136#60032#1044947,1
458576#40190#1064907,1
4302#601384#478958,1
345115#267326#815682,0
428283#56648#1048301,1
607444#711278#369064,1
102344#1036565#43777,0
192770#853699#226643,1
159081#351463#729305,1
88456#284408#798648,0
28404#1034606#45736,1
503342#396585#683326,1
482669#609602#470740,0
190687#985921#94421,0
4899#648464#431878,1
164227#151865#936241,0
227900#955758#124584,0
493096#833157#247185,0
51379#98730#989043,1
44938#536575#543767,0
119345#774774#305568,0
150472#728973#351369,0
596238#96736#991037,1
165593#168711#919421,1
583376#391854#688050,1
257864#37899#1067176,1
573726#290428#792626,0
393659#756615#323727,0
90895#44139#1060678,1
179417#379445#700409,1
309886#635853#444489,0
307520#1068041#12301,0
193807#447070#633279,1
467388#461471#618869,1
127669#432226#647850,0
541764#664755#415587,0
204878#982947#97395,0
199413#607250#473092,1
342770#112618#975196,0
152715#803369#276973,1
87105#747627#332715,0
566834#647815#432527,1
197842#43718#1061101,0
215185#351799#728986,0
342273#57340#1047621,0
241341#645299#435043,1
566827#233672#849159,1
256742#319070#764069,1
179491#511362#568980,1
266466#977733#102609,0
457547#711495#368847,1
537504#851036#229306,0
320242#292669#790401,1
94733#544744#535598,0
342239#373092#706760,1
578330#460689#619649,1
476218#198461#889802,0
258409#626700#453642,1
191225#830941#249401,0
114680#822914#257428,0
427430#951014#129328,0
624224#807004#273338,1
391260#391167#688739,1
168104#529061#551281,0
142392#809682#270660,0
244315#1066402#13940,0
596786#103271#984503,1
372817#78455#1026673,0
467190#700736#379606,0
162648#1077008#3334,0
244455#652739#427603,0
